Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit,Year
Q4,Shari  Silva,South,Sunset,0.03,2,13.5,23.5,45.83,18.83,2014-10-20
Q4,Nellie  Joseph,East,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-12-06
Q4,Robert  Munoz,MidWest,Quad,0.01,1,27.0,34.0,33.66,6.66,2013-12-09
Q4,Mable  Lindsey,West,Carlota,0.03,1,10.25,22.95,22.26,12.01,2013-11-05
Q4,Joey  Wong,West,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-12-10
Q4,Sandra  Floyd,MidWest,Majectic Beaut,0.01,3,13.0,30.0,89.1,50.1,2013-11-17
Q4,Kyle  Carr,MidWest,Sunset,0.02,2,13.5,23.5,46.3,19.3,2014-10-16
Q3,Cassandra  Franklin,MidWest,Majectic Beaut,0.02,3,13.0,30.0,88.65,49.65,2014-08-21
Q4,Jenny  Garcia,MidWest,Doublers,0.02,3,64.32,79.95,236.25,43.29,2013-10-29
Q4,Cecilia  Manning,South,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2014-12-08
Q4,Cindy  Becker,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-10-19
Q4,Dan  Peterson,MidWest,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-10-20
Q4,Robert  Munoz,MidWest,Majectic Beaut,0.0,4,13.0,30.0,120.0,68.0,2014-11-30
Q4,Edwin  Malone,East,Bellen,0.03,1,11.37,22.95,22.26,10.89,2013-11-20
Q1,Kyle  Carr,MidWest,FlatTop,0.02,3,17.2,27.5,81.26,29.66,2013-01-25
Q1,Iris  Underwood,West,Sunbell,0.03,2,12.42,25.0,48.75,23.91,2013-12-27
Q1,Cindy  Becker,South,Sunset,0.0,3,13.5,23.5,70.5,30.0,2013-03-15
Q2,Rachel  Gomez,MidWest,Sunset,0.0,3,13.5,23.5,70.5,30.0,2013-05-19
Q4,Shari  Silva,South,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-12-13
Q4,Della  Jensen,East,Carlota,0.03,2,10.25,22.95,44.52,24.02,2013-10-20
Q3,Sylvester  Morales,West,Carlota,0.02,2,10.25,22.95,45.21,24.71,2013-07-19
Q4,Ellen  Weaver,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-11-21
Q4,Mable  Lindsey,West,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-12-12
Q4,Christina  Fuller,West,Quad,0.01,1,27.0,34.0,33.66,6.66,2013-11-12
Q4,Shari  Silva,South,Crested Beaut,0.02,1,16.0,25.0,24.5,8.5,2014-09-27
Q2,Rachel  Gomez,MidWest,Quad,0.03,3,27.0,34.0,99.45,18.45,2013-05-05
Q4,Drew  Rogers,MidWest,Carlota,0.01,1,10.25,22.95,22.72,12.47,2013-11-28
Q4,Max  Rodgers,West,Carlota,0.03,2,10.25,22.95,44.75,24.25,2013-12-01
Q4,Salvador  Bass,West,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-11-05
Q4,Robert  Munoz,MidWest,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-10-29
Q3,Eddie  Green,East,Carlota,0.03,3,10.25,22.95,66.78,36.03,2014-07-12
Q3,Felicia  Jennings,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-09-11
Q4,Rachel  Gomez,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-12-11
Q3,Charlie  Wood,MidWest,Quad,0.01,2,27.0,34.0,67.32,13.32,2013-09-09
Q4,Eddie  Green,East,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-22
Q3,Brooke  Horton,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-06-17
Q4,Max  Rodgers,West,Majectic Beaut,0.02,2,13.0,30.0,59.1,33.1,2014-12-07
Q4,Bobbie  Ryan,East,Doublers,0.03,1,64.32,79.95,77.95,13.63,2013-11-17
Q4,Iris  Underwood,West,Quad,0.02,3,27.0,34.0,99.96,18.96,2014-11-27
Q4,Marian  Hill,South,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-11-20
Q4,Cecilia  Manning,South,Crested Beaut,0.03,2,16.0,25.0,48.5,16.5,2014-11-27
Q2,Don  Gonzales,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-06-13
Q4,Andrew  Meyer,West,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-12-01
Q4,Shari  Silva,South,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-11-07
Q4,Charlie  Wood,MidWest,Quad,0.03,3,27.0,34.0,98.94,17.94,2013-11-10
Q4,Trevor  Jones,West,Aspen,0.0,2,12.0,21.0,42.0,18.0,2013-10-24
Q4,Colleen  Warren,West,Sunset,0.03,3,13.5,23.5,68.39,27.89,2013-12-13
Q4,Max  Rodgers,West,Sunbell,0.03,2,12.42,25.0,48.75,23.91,2014-11-22
Q3,Drew  Rogers,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2013-07-17
Q3,Della  Jensen,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-08-03
Q4,Donna  Reid,West,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-11-02
Q4,Herman  Williams,East,Sunset,0.03,1,13.5,23.5,22.8,9.3,2013-11-21
Q4,Kyle  Carr,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2013-10-31
Q2,Sylvester  Morales,West,Crested Beaut,0.02,2,16.0,25.0,49.0,17.0,2014-06-12
Q4,Paulette  Spencer,South,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-11
Q4,Drew  Rogers,MidWest,Carlota,0.02,3,10.25,22.95,67.47,36.72,2013-11-18
Q4,Max  Rodgers,West,Sunset,0.03,4,13.5,23.5,91.18,37.18,2014-10-27
Q4,Herman  Williams,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-08
Q4,Bethany  Pena,MidWest,Sunset,0.01,2,13.5,23.5,46.53,19.53,2013-10-24
Q1,Max  Rodgers,West,V-Rang,0.0,2,10.23,19.0,38.0,17.54,2014-01-04
Q4,Trevor  Jones,West,Sunset,0.01,2,13.5,23.5,46.53,19.53,2013-10-29
Q4,Trevor  Jones,West,Quad,0.03,2,27.0,34.0,66.3,12.3,2013-11-16
Q4,Christy  Olson,West,Quad,0.02,1,27.0,34.0,33.32,6.32,2014-11-14
Q4,Kyle  Carr,MidWest,V-Rang,0.01,2,10.23,19.0,37.62,17.16,2014-11-13
Q3,Lorraine  Gibson,East,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-09-01
Q1,Lula  Daniels,MidWest,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-02-07
Q4,Beth  Tucker,West,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-11-21
Q4,Drew  Rogers,MidWest,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-11-19
Q1,Tiffany  May,West,FlatTop,0.0,3,17.2,27.5,82.5,30.9,2014-01-16
Q4,Bernadette  Page,MidWest,Sunset,0.02,3,13.5,23.5,69.44,28.94,2013-11-21
Q4,Don  Gonzales,South,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-10-22
Q4,Edwin  Malone,East,Sunshine,0.02,1,10.24,19.95,19.65,9.41,2013-11-25
Q3,Cecilia  Manning,South,Quad,0.03,1,27.0,34.0,33.15,6.15,2013-08-15
Q2,Allan  Ramos,MidWest,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2014-05-26
Q4,Jenny  Garcia,MidWest,Sunset,0.02,3,13.5,23.5,69.44,28.94,2014-12-12
Q4,Bernadette  Page,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2014-11-19
Q1,Felicia  Jennings,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-02-08
Q4,Ernest  Davis,West,Carlota,0.01,1,10.25,22.95,22.72,12.47,2014-11-06
Q4,Iris  Underwood,West,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2014-11-01
Q4,Kyle  Carr,MidWest,Quad,0.03,4,27.0,34.0,131.92,23.92,2014-10-31
Q1,Jaime  Pearson,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-02-02
Q4,Bethany  Pena,MidWest,FlatTop,0.0,4,17.2,27.5,110.0,41.2,2013-11-25
Q1,Rachel  Gomez,MidWest,Carlota,0.02,1,10.25,22.95,22.61,12.36,2014-02-02
Q4,Lynette  Brewer,MidWest,Bellen,0.02,2,11.37,22.95,45.21,22.47,2014-12-06
Q4,Rachel  Gomez,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-12-14
Q4,Della  Jensen,East,Crested Beaut,0.03,3,16.0,25.0,72.75,24.75,2013-12-06
Q4,Isabel  Cross,East,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2013-12-14
Q2,Eddie  Green,East,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-05-30
Q2,Max  Rodgers,West,Crested Beaut,0.01,2,16.0,25.0,49.5,17.5,2013-04-06
Q4,Ben  Perez,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2013-11-19
Q4,Max  Rodgers,West,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2013-12-05
Q4,Ben  Perez,West,Sunset,0.02,4,13.5,23.5,92.59,38.59,2014-11-21
Q2,Donna  Reid,West,Carlota,0.02,3,10.25,22.95,67.82,37.07,2013-05-06
Q4,Carla  Mccormick,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-11-03
Q4,Willie  Vega,MidWest,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-11-16
Q1,Elaine  Ellis,South,Sunset,0.03,4,13.5,23.5,91.18,37.18,2014-02-05
Q4,Billie  Chandler,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-23
Q4,Jaime  Pearson,MidWest,Quad,0.03,2,27.0,34.0,66.3,12.3,2013-11-07
Q3,Marion  Glover,East,Sunset,0.0,2,13.5,23.5,47.0,20.0,2014-06-29
Q4,Jaime  Pearson,MidWest,Bellen,0.0,3,11.37,22.95,68.85,34.74,2014-11-23
Q3,Jenny  Garcia,MidWest,Crested Beaut,0.02,1,16.0,25.0,24.63,8.63,2013-08-21
Q4,Kyle  Carr,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-18
Q3,Rachel  Gomez,MidWest,Bellen,0.03,3,11.37,22.95,66.78,32.67,2014-07-04
Q4,Shari  Silva,South,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2013-10-23
Q4,Elbert  Klein,South,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-04
Q3,Sonya  Mullins,East,Sunshine,0.01,2,10.24,19.95,39.5,19.02,2013-07-24
Q4,Cassandra  Franklin,MidWest,Doublers,0.02,1,64.32,79.95,78.35,14.03,2014-10-27
Q4,Cindy  Becker,South,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-10-22
Q4,Billie  Chandler,MidWest,Carlota,0.0,1,10.25,22.95,22.95,12.7,2014-11-08
Q4,Dan  Peterson,MidWest,Aspen,0.0,2,12.0,21.0,42.0,18.0,2014-12-14
Q4,Bethany  Pena,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07,2014-11-24
Q4,Marion  Glover,East,Sunset,0.02,2,13.5,23.5,46.3,19.3,2013-11-11
Q4,Joey  Wong,West,Crested Beaut,0.0,3,16.0,25.0,75.0,27.0,2013-11-01
Q4,Rachel  Gomez,MidWest,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-14
Q3,Cassandra  Franklin,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-08-30
Q1,Lee  Mack,MidWest,Majectic Beaut,0.0,4,13.0,30.0,120.0,68.0,2013-02-20
Q4,Robert  Munoz,MidWest,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-10-16
Q1,Joey  Wong,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-03-15
Q4,Andrew  Meyer,West,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-28
Q3,Christina  Fuller,West,Sunbell,0.0,4,12.42,25.0,100.0,50.32,2014-09-11
Q4,Shari  Silva,South,Quad,0.03,3,27.0,34.0,98.94,17.94,2014-12-14
Q4,Peter  Hodges,MidWest,Sunshine,0.0,1,10.24,19.95,19.95,9.71,2014-11-07
Q4,Jenny  Garcia,MidWest,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-11-21
Q4,Rachel  Gomez,MidWest,Sunbell,0.02,1,12.42,25.0,24.63,12.21,2013-11-27
Q4,Rachel  Gomez,MidWest,Carlota,0.0,3,10.25,22.95,68.85,38.1,2013-11-16
Q1,Robert  Munoz,MidWest,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2014-01-10
Q4,Isabel  Cross,East,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-29
Q4,Bobbie  Ryan,East,FlatTop,0.02,3,17.2,27.5,80.85,29.25,2013-09-22
Q4,Cecilia  Manning,South,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2013-10-27
Q4,Rachel  Gomez,MidWest,Majectic Beaut,0.01,2,13.0,30.0,59.4,33.4,2014-12-06
Q4,Shari  Silva,South,V-Rang,0.03,2,10.23,19.0,37.05,16.59,2013-10-16
Q4,Guillermo  Potter,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-10-17
Q4,Guillermo  Potter,MidWest,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2014-10-28
Q4,Patty  Thompson,West,Bellen,0.0,3,11.37,22.95,68.85,34.74,2014-10-23
Q3,Lance  Yates,MidWest,Crested Beaut,0.02,2,16.0,25.0,49.25,17.25,2014-07-30
Q4,Iris  Underwood,West,Sunset,0.03,4,13.5,23.5,91.18,37.18,2014-11-15
Q4,Cindy  Becker,South,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-12-15
Q4,Robert  Munoz,MidWest,Sunset,0.0,3,13.5,23.5,70.5,30.0,2014-12-11
Q4,Pauline  Beck,West,Doublers,0.02,1,64.32,79.95,78.35,14.03,2013-11-02
Q4,Della  Jensen,East,Sunset,0.02,2,13.5,23.5,46.06,19.06,2014-11-06
Q4,Fernando  Rowe,West,Carlota,0.03,3,10.25,22.95,66.78,36.03,2014-11-30
Q1,Salvador  Bass,West,Carlota,0.02,1,10.25,22.95,22.61,12.36,2014-01-29
Q4,Lance  Yates,MidWest,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-12-07
Q4,Marian  Hill,South,Bellen,0.01,3,11.37,22.95,68.16,34.05,2013-11-22
Q4,Salvador  Bass,West,Quad,0.03,2,27.0,34.0,66.3,12.3,2014-12-13
Q4,Felicia  Jennings,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-11-01
Q4,Nellie  Joseph,East,Crested Beaut,0.03,1,16.0,25.0,24.38,8.38,2013-12-03
Q3,Patty  Thompson,West,Sunshine,0.03,2,10.24,19.95,38.9,18.42,2014-08-31
Q4,Blake  Bridges,South,Majectic Beaut,0.03,3,13.0,30.0,87.75,48.75,2014-10-21
Q4,Ellen  Weaver,South,Quad,0.02,1,27.0,34.0,33.49,6.49,2013-11-17
Q4,Marian  Hill,South,Majectic Beaut,0.03,4,13.0,30.0,117.0,65.0,2013-11-02
Q4,Salvador  Bass,West,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-10-16
Q3,Austin  Reynolds,East,Bellen,0.03,1,11.37,22.95,22.38,11.01,2013-08-23
Q4,Cecilia  Manning,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-26
Q4,Herman  Williams,East,Doublers,0.0,3,64.32,79.95,239.85,46.89,2013-11-22
Q4,Johanna  Boone,South,V-Rang,0.0,3,10.23,19.0,57.0,26.31,2013-11-21
Q3,Cecilia  Manning,South,Bellen,0.0,3,11.37,22.95,68.85,34.74,2013-08-24
Q4,Max  Rodgers,West,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-12-03
Q4,Mable  Lindsey,West,Carlota,0.03,2,10.25,22.95,44.52,24.02,2014-12-11
Q4,Charlie  Wood,MidWest,Aspen,0.0,3,12.0,21.0,63.0,27.0,2014-10-18
Q4,Drew  Rogers,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2014-12-01
Q4,Salvador  Bass,West,Sunset,0.0,3,13.5,23.5,70.5,30.0,2013-11-06
Q1,Brooke  Horton,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-02-13
Q4,Edwin  Malone,East,Carlota,0.02,4,10.25,22.95,90.42,49.42,2013-11-19
Q4,Robert  Munoz,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-18
Q2,Cindy  Becker,South,Quad,0.01,1,27.0,34.0,33.66,6.66,2014-04-13
Q4,Brooke  Horton,MidWest,FlatTop,0.0,2,17.2,27.5,55.0,20.6,2013-11-09
Q4,Della  Jensen,East,Bellen,0.0,4,11.37,22.95,91.8,46.32,2014-12-09
Q4,Salvador  Bass,West,Bellen,0.02,1,11.37,22.95,22.49,11.12,2013-10-28
Q4,Woodrow  Colon,South,Aspen,0.01,3,12.0,21.0,62.37,26.37,2013-10-26
Q4,Andrew  Meyer,West,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-09-26
Q2,Bobbie  Ryan,East,Majectic Beaut,0.02,3,13.0,30.0,88.2,49.2,2013-05-13
Q4,Robert  Munoz,MidWest,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-11-17
Q4,Christy  Olson,West,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2013-12-08
Q4,Nellie  Joseph,East,Sunbell,0.02,3,12.42,25.0,73.5,36.24,2014-12-03
Q4,Cecilia  Manning,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-10-17
Q4,Christina  Fuller,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-11-30
Q4,Lance  Yates,MidWest,Sunshine,0.01,4,10.24,19.95,79.0,38.04,2014-11-17
Q4,Guillermo  Potter,MidWest,Doublers,0.02,2,64.32,79.95,156.7,28.06,2013-10-16
Q4,Don  Gonzales,South,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-11-29
Q4,Paulette  Spencer,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-17
Q4,Bobbie  Ryan,East,Majectic Beaut,0.0,3,13.0,30.0,90.0,51.0,2013-12-05
Q4,Cassandra  Franklin,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-02
Q4,Guillermo  Potter,MidWest,Quad,0.0,2,27.0,34.0,68.0,14.0,2014-11-22
Q4,Shari  Silva,South,Bellen,0.01,4,11.37,22.95,90.88,45.4,2014-11-12
Q4,Ernest  Davis,West,Sunshine,0.02,1,10.24,19.95,19.65,9.41,2014-11-04
Q4,Ruben  Nunez,West,Sunset,0.02,2,13.5,23.5,46.3,19.3,2014-11-12
Q3,Trevor  Jones,West,Aspen,0.02,2,12.0,21.0,41.16,17.16,2014-09-06
Q4,Drew  Rogers,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2013-11-04
Q3,Fernando  Rowe,West,Carlota,0.01,1,10.25,22.95,22.72,12.47,2013-07-01
Q4,Sandra  Floyd,MidWest,Aspen,0.02,1,12.0,21.0,20.58,8.58,2014-11-05
Q4,Brooke  Horton,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-11-14
Q4,Mable  Lindsey,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-11-12
Q4,Ben  Perez,West,Bellen,0.03,2,11.37,22.95,44.52,21.78,2014-10-31
Q2,Jaime  Pearson,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-03-20
Q2,Robert  Munoz,MidWest,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-05-28
Q1,Robert  Munoz,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-01-10
Q4,Lula  Daniels,MidWest,Sunbell,0.0,1,12.42,25.0,25.0,12.58,2014-10-16
Q4,Edwin  Malone,East,Carlota,0.0,2,10.25,22.95,45.9,25.4,2014-10-29
Q4,Elvira  Bowman,MidWest,Quad,0.03,1,27.0,34.0,32.98,5.98,2014-10-25
Q3,Marion  Glover,East,Quad,0.02,2,27.0,34.0,66.98,12.98,2013-07-02
Q1,Brooke  Horton,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25,2013-02-23
Q4,Elaine  Ellis,South,Majectic Beaut,0.0,2,13.0,30.0,60.0,34.0,2013-11-10
Q4,Salvador  Bass,West,Bellen,0.01,3,11.37,22.95,68.16,34.05,2013-11-04
Q2,Max  Rodgers,West,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2014-04-26
Q3,Charlie  Wood,MidWest,Quad,0.01,3,27.0,34.0,100.98,19.98,2014-08-03
Q4,Elbert  Klein,South,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-12-03
Q1,Isabel  Cross,East,Carlota,0.02,1,10.25,22.95,22.49,12.24,2013-02-22
Q4,Bethany  Pena,MidWest,Bellen,0.0,1,11.37,22.95,22.95,11.58,2014-11-21
Q4,Joey  Wong,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-11-17
Q1,Johanna  Boone,South,Bellen,0.0,1,11.37,22.95,22.95,11.58,2013-03-06
Q4,Andrew  Meyer,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-11-23
Q4,Arturo  Francis,East,Quad,0.02,2,27.0,34.0,66.64,12.64,2013-11-14
Q4,Lorraine  Gibson,East,Sunset,0.0,1,13.5,23.5,23.5,10.0,2014-11-28
Q4,Salvador  Bass,West,Sunshine,0.02,1,10.24,19.95,19.55,9.31,2013-11-24
Q4,Della  Jensen,East,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2014-11-20
Q4,Elaine  Ellis,South,Quad,0.01,3,27.0,34.0,100.98,19.98,2013-11-23
Q3,Allan  Ramos,MidWest,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2014-07-03
Q4,Isabel  Cross,East,Bellen,0.0,3,11.37,22.95,68.85,34.74,2014-10-17
Q4,Della  Jensen,East,Aspen,0.01,1,12.0,21.0,20.79,8.79,2014-10-26
Q4,Willie  Vega,MidWest,Sunbell,0.0,3,12.42,25.0,75.0,37.74,2014-11-08
Q4,Della  Jensen,East,Majectic Beaut,0.0,1,13.0,30.0,30.0,17.0,2013-11-07
Q4,Lynette  Brewer,MidWest,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-12-06
Q4,Fernando  Rowe,West,Sunshine,0.03,1,10.24,19.95,19.45,9.21,2014-10-17
Q4,Cindy  Becker,South,Bellen,0.02,3,11.37,22.95,67.47,33.36,2013-10-28
Q4,Sonya  Mullins,East,Crested Beaut,0.03,2,16.0,25.0,48.75,16.75,2014-11-25
Q4,Max  Rodgers,West,Sunshine,0.01,1,10.24,19.95,19.75,9.51,2014-10-25
Q4,Ruben  Nunez,West,Sunset,0.0,2,13.5,23.5,47.0,20.0,2013-10-19
Q3,Salvador  Bass,West,Majectic Beaut,0.02,2,13.0,30.0,59.1,33.1,2014-07-09
Q2,Eric  Rose,West,Sunset,0.03,3,13.5,23.5,68.39,27.89,2013-06-05
Q4,Arturo  Francis,East,Sunset,0.0,2,13.5,23.5,47.0,20.0,2014-11-21
Q4,Sylvester  Morales,West,Bellen,0.03,3,11.37,22.95,66.78,32.67,2014-10-18
Q4,Iris  Underwood,West,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2014-11-03
Q4,Max  Rodgers,West,Quad,0.03,1,27.0,34.0,32.98,5.98,2014-11-10
Q4,Rachel  Gomez,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71,2014-12-05
Q4,Andrew  Meyer,West,Quad,0.0,1,27.0,34.0,34.0,7.0,2014-11-29
Q4,Lee  Mack,MidWest,Bellen,0.02,3,11.37,22.95,67.82,33.71,2014-11-06
Q4,Ben  Perez,West,Carlota,0.0,2,10.25,22.95,45.9,25.4,2013-11-28
Q4,Rachel  Gomez,MidWest,Carlota,0.0,4,10.25,22.95,91.8,50.8,2013-10-25
Q3,Max  Rodgers,West,Crested Beaut,0.0,2,16.0,25.0,50.0,18.0,2013-08-05
Q4,Isabel  Cross,East,Carlota,0.02,3,10.25,22.95,67.47,36.72,2013-10-24
Q4,Isabel  Cross,East,Quad,0.0,1,27.0,34.0,34.0,7.0,2013-11-05
Q4,Guillermo  Potter,MidWest,Aspen,0.03,3,12.0,21.0,61.43,25.43,2013-11-08
Q4,Fernando  Rowe,West,Sunset,0.0,4,13.5,23.5,94.0,40.0,2014-12-09
Q4,Don  Gonzales,South,Aspen,0.02,1,12.0,21.0,20.58,8.58,2014-10-19
Q3,Salvador  Bass,West,Bellen,0.03,2,11.37,22.95,44.52,21.78,2014-07-01
Q4,Kyle  Carr,MidWest,Quad,0.02,3,27.0,34.0,99.96,18.96,2014-11-07
Q4,Lula  Daniels,MidWest,Carlota,0.03,3,10.25,22.95,67.13,36.38,2014-10-18
Q4,Bethany  Pena,MidWest,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2013-11-13
Q4,Herman  Williams,East,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-12-05
Q4,Cassandra  Franklin,MidWest,Aspen,0.02,2,12.0,21.0,41.37,17.37,2014-11-03
Q4,Drew  Rogers,MidWest,Quad,0.01,2,27.0,34.0,67.32,13.32,2013-11-14
Q4,Brooke  Horton,MidWest,Sunbell,0.02,3,12.42,25.0,73.88,36.62,2013-11-26
Q4,Lee  Mack,MidWest,Quad,0.0,3,27.0,34.0,102.0,21.0,2013-11-19
Q4,Bethany  Pena,MidWest,Crested Beaut,0.0,1,16.0,25.0,25.0,9.0,2013-11-01
Q4,Tracy  Reed,MidWest,Crested Beaut,0.02,3,16.0,25.0,73.5,25.5,2014-10-04
Q1,Edwin  Malone,East,Sunshine,0.03,3,10.24,19.95,58.05,27.33,2013-02-24
Q4,Lula  Daniels,MidWest,Sunshine,0.03,2,10.24,19.95,38.7,18.22,2014-12-05
Q4,Ernest  Davis,West,Bellen,0.02,1,11.37,22.95,22.49,11.12,2013-11-08
Q4,Eric  Rose,West,Sunshine,0.0,3,10.24,19.95,59.85,29.13,2013-11-06
Q3,Cindy  Becker,South,V-Rang,0.01,1,10.23,19.0,18.81,8.58,2014-08-15
Q4,Isabel  Cross,East,Sunshine,0.03,1,10.24,19.95,19.35,9.11,2013-10-22
Q4,Edwin  Malone,East,Sunshine,0.0,2,10.24,19.95,39.9,19.42,2013-11-17
Q4,Tracy  Reed,MidWest,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-12-01
Q4,Della  Jensen,East,Quad,0.03,2,27.0,34.0,65.96,11.96,2013-09-27
Q4,Ivan  Adkins,West,Aspen,0.0,1,12.0,21.0,21.0,9.0,2014-11-23
Q4,Max  Rodgers,West,Aspen,0.0,4,12.0,21.0,84.0,36.0,2013-11-09
Q1,Ivan  Adkins,West,Sunbell,0.0,2,12.42,25.0,50.0,25.16,2014-01-25
Q4,Elbert  Klein,South,Aspen,0.0,2,12.0,21.0,42.0,18.0,2014-11-30
Q4,Billie  Chandler,MidWest,Bellen,0.0,2,11.37,22.95,45.9,23.16,2013-12-09
Q2,Tiffany  May,West,Quad,0.02,2,27.0,34.0,66.98,12.98,2013-04-22
Q4,Della  Jensen,East,Doublers,0.0,2,64.32,79.95,159.9,31.26,2014-11-22
Q4,Marian  Hill,South,Quad,0.0,3,27.0,34.0,102.0,21.0,2014-10-16
Q4,Bernadette  Page,MidWest,Quad,0.02,2,27.0,34.0,66.64,12.64,2014-11-17
